"HolderAddress","Balance","PendingBalanceUpdate"
"0x4d4cd017520850b6c62c09dfc4ae7b73861aff46","244777314369","No"
"0x3133acb4a4124ed55aeb068cc676f18825225eb4","244777314369","No"
"0x049e40b884e61d14bb4130f368fe19c525e40dad","244777314369","No"
"0x3e8e200122cf384ba7b96ea553d1fe55f9d89ce1","244777314369","No"
"0xb01e6a4b4c8e288697cecef2c9f9a4907fd4c45c","244777314369","No"
"0x76933f53935499fcc28c43166993dbe5f0d2c886","29974204869616","No"
"0xc91243edfe2e6031ee9e71ed5e8df8aa597a8144","300000000000002","No"
"0x05fd2b14c7ceff9d8a3912a6eaa0eb42ed0d0b13","244777314369","No"
"0x9064d849bc0b660c9fa93d916986c733b5d0e5a4","131257488024884","No"
"0x5af1bb77744ecfe3b159864d9234f8b57ad531d1","352711895570374","No"
"0x976a8bef5736b63146810d5b89710152fe448a21","24232954122531","No"
"0x6be2311929d8234035a31842ed3700ae637b4e6b","13707529604664","No"
"0xbe7f58ef5f0a8163d808eb9a86d53a7acb4b518f","10000000000","No"
"0xd2db914648cf53d1768c6f6c9deb2401ddcd538b","24232954122531","No"
"0x7d6e222fba066fa1547295a4303b32102c5750bd","24232954122531","No"
"0xa582f25db3f46f0135f1b59381aa41a58e7899e1","24232954122531","No"
"0x55334a0e61ff42550474f0b8b9dfba5ec40632a6","217254894198849","No"
"0x81e6071a74bd0d9c6a5d84bcd5498b66bdd40283","14207550881938","No"
"0x209f207effd8f76aa50bb556f283c1ed913e1666","245308732214981","No"
"0x4321a08890ceb6b608fc5f547aeefa661e864a98","235652867560517","No"
"0x257a6dd00b5d83d7e30485797eec6e13d13fb387","108440372788713","No"
"0x65e8ffaf5d92a51122395f403e36ad6ff8c39c84","232568943453347","No"
"0xdc58db732243c6583d6d2bcdd044eda7f6e3658e","232567501192718","No"
"0xb8347c09ff7c11fe3c7f15b42f1f9021fc9f5e57","22764290236317","No"
"0xb40d4cfc6fa1bb839aba5bfa7488a6ccabbd40ad","108176382460362","No"
"0x03bd77990f28a2393792fa111e553f4665121c88","96888963641000000000000009","No"
"0x89fd29ac7bddb57c2c8160b095ae4efc71254d41","031","No"
"0x975b8a0ac1e65d174ea9df56b854f7bb3a0313d7","0262","No"
"0x0911e9c69bac945fb82cf32403ea0ab9c83dfd21","031","No"
"0xf562957c7ea71c12c3b27b0d528bf42949c6a5fa","0950014686638862","No"
"0xa3c02ade3f0327c07a2f87efc8abd7ec5aa1821d","031","No"
"0x0ee72fd00588c6c57e81214561d06c1187e9ac47","031","No"
"0x3e0574ffdde887ddf8961879121bdb3c766daabc","24232954122531","No"
"0xd8992084132321f3bef53a466ee3e1dc1b368fd1","031","No"
"0x92c8f41bffae31813b7dba6318c094e65be3cd2e","40299038638081000000000000006","No"
"0x3149032b86c4d8a17d4f96e9b707895cfb8f5480","24232954122531","No"
"0x5b4ad2588f538445afc8e22f8b44d4d73b38f972","24232954122531","No"
"0xc2423d3aad497a3fcc5abab4dba0f08c9dc0be9e","24232954122531","No"
"0xa96ee2cb4c011b026044c243460790f2ca7f4c5b","243553427797155","No"
"0x8cd0480277fa70bb75715c2b6e427d2d9108305b","24232954122531","No"
"0x13545e38298d295103ef73c2b1f6c955ace96f33","24232954122531","No"
"0xbd7b0c24e239ea768b6584780f9f8806c082045c","031","No"
"0xa12ba210505e7d8a3aee3102b8c0576b9a53f185","012683415282524","No"
"0xa93b0cad47463078800fdd65d51037aaf03c8d85","15000001000","No"
"0x70b3a2a42e5efe0cea6e5bc89ee856963062f02d","031","No"
"0xe71ab80e74aba498fbf595e6fbf19c6bba3e8ebc","24232954122531","No"
"0xee51fa5311db114cdbc5e0b82d4737bc4abe300a","24232954122531","No"
"0x188737d8272f6ddd226d6cc2313bac7fc49ffdd8","0786","No"
"0x98786be02fe058edc697933edc4dea47d79cd918","0255","No"
"0xbef5c00dd5c83a96e6eead2111bf271f3e294d95","0255","No"
"0x26ee36ef95845b84de2bdb776029269226f2723b","0524","No"
"0xcaa38ab4d4d9cda03785467d0982861d1113589c","146621611307031","No"
"0xf495dc491ac0c97373af07c9fc9018350a57bfad","239269824795697","No"
"0x20f009f6e7a2e43927ff797d40165436a0c90fc2","239473502566543","No"
"0x061de05b7eaf9f9b4dc3c0947eae4585e1f7a9cd","669002799587753","No"
"0xbeb97e7b1145a69ed5e61a38dccd1390b34b6bf2","15000000000","No"
"0x160f7a8b54fc90f08fb9de9d1e94b200c4b927c4","193011337608216","No"
"0x91ec641e894e9e86d9086ff3079f979f6118e3fe","244777314369","No"
"0x039f4981de85e9f5bfc36893afac51e40592f2ae","502296548280151","No"
"0xaf9afcace2995805110b32b69534ac0b0b716456","154093600005","No"
"0xc8cf39164f39542da427bbaf76faf17eebdc1a5b","279440734989497","No"
"0xbbaf24ffee3a5973808d88250c996fe5a28b6d4e","437717603127222","No"
"0x4e2126b92dd3fc678f2ec2d2f2b6fc697a1ea27b","1","No"
"0xc632d5db9f961176649413a24831ab3616632a94","366589620083873","No"
"0xe841526f1531c4f37531f16417e509fe10ee2cb0","173939667352472","No"
"0xccbe1aa926dfd6866e2873093f93626717efcb4b","200000000","No"
"0x6362f09f9b5f7a7c00a3c744bc935689d8ca456c","410716536194375","No"
"0x926cbd952c85e87a6870036bc979b877ee81c56f","172432809886167","No"
"0x64bbd088a419bcc7c8d0104b6a5abc68037fe0f5","766538496110658","No"
"0xb993b31420f1f3e905deff0e2a46c6cba0a20001","0456964428637547","No"
"0x707b0f41165defb260b07c7635c03a88a0db7e87","778175857225036","No"
"0x9a1728d603b466934c3cc020101aa28b089bc1ed","3000000000","No"
"0x13b6001bf52418ba3c9ee3349b45571d2a01ba86","8109632183","No"
"0x6d955e50cc30b57ae0f6b0d7b9866f6bb882b061","239636990767251","No"
"0x33e34b67ee91b9399cbe15b0ce661665add10009","239636990767251","No"
"0xdffdef6844ded6e22d46f0c42b9fdeb0079f328a","5535879004538","No"
"0xcbe4fde0ee46ab5edfe1b76a4c08d8072d40d6b6","113208825411192","No"
"0xf30471a5d697d64cace67482b79642b2da54b175","208205991598316","No"
"0xb7dc0568272236f27677d784ef8b80c923d6e486","194909064647742","No"
"0x2a5e089819344b1b8eb470e3b19564e6e8a644ca","106951238482204","No"
"0x5e5be8f0b87010105c15348b08b93b24b01160d2","314447597141123","No"
"0xdbe31aff2d22ac18e33ee9f99fe8b73c4c7764f2","210056263823937","No"
"0xff04b14eecc7f5ee0af0a9d50577c01a2497e51e","999999991193526","No"
"0xaa1601adfe2ebe27de74cc5fc07c85b7a4ab963e","714941721729519","No"
"0x168ee07b813d483e445ac20f5a68f6b4880ff50f","240323623259384","No"
"0x048c37f7624d0f85638eeac0ff91e2c080b2206c","333011505424897","No"
"0xfff8dd685c17edf40569034b727e1940fcf9292a","173699000740338","No"
"0xbef32363b7abfef73be36cf95a2e9ccf2d8ef78a","572380911266448","No"
"0x539970de68f16db2d3a4c6fd382980c973fd4687","408891094645401","No"
"0x31058917c46a3ee7e6659935b3d3a744ef067728","13413451957986","No"
"0x008caeeae670c16ec6f52a83c2f1e8016fd44e4a","408902582235463","No"
"0xc9713651e8142484a4ad1864330c3c12a525ebd2","804238303355311","No"
"0x92c867008e78f5153b264e8df1514f059c9c4440","152175817858552","No"
"0x38c650e7a2d89c8ecb07ab2c00c9b14dbafc873f","243553427797155","No"
"0x1f260de939ffd88cbe302ec990c4cb214c67e914","23988176808162","No"
"0xe00761c91f578bc7b428e219cec4357ef94545d9","86820220436481000000000000006","No"
"0xd7463e3a483efef3abffb338d8141149f0a68322","63920129373409","No"
"0x393443e8641f6720a37698df9a16e8cb49d6d6f6","478670732787","No"
"0x51fada5568dc41a2f1a791b18dca416242d8437c","368339190983375","No"
"0x4573ba1a10ce21324a1df0e1602e08e06ab1f225","77700000000","No"
"0x12360f29306eaee13a9869d56de0ad12ed1d4f2e","520878145033207","No"
"0x778c3829657ca0e91223f97d08ad4015f75dad65","546675674129646","No"
"0xf988f9ccddc5b082ef83e2ca7df29199a2bdd220","123733177528484","No"
"0xe6333505065f978ed81d9d5c646425d9ab668616","15572655192654","No"
"0xf83e5a4bdcd84874126502a21858555000faf94d","235364180148716","No"
"0x7db5a64c8453d6660b1a41682d903ed979374c0e","255780592435947","No"
"0x23b3ddb4b20c198bce2052c505e32d53716cfe9e","113938988365064","No"
"0x48cf207aafa8a379a818f7268d9847934624ad60","11000000","No"
"0xfd40dca58866a76abc81925ad40d1c5c414029d5","41200000000","No"
"0xcb6f2dca701b403180bb85d7b5a6318150af6a11","10674769750496","No"
"0xd3714a8f23ddb176510e40b5be4adeebe8f559db","21690111902787","No"
"0xc20ede63df201fa783a56285fe736159de556104","158388622214531","No"
"0x366edcdb2806817dded636c394648a664e18fc56","230924303143214","No"
"0xd0d8c68d5b9e45cc6a74abb5a5234a6330a45b0b","178691029717372","No"
"0x6e25cb921406a3c43fa639c4d263ce77fd216619","52170191299484","No"
"0x74d0a31984a37f0645192e561e9c4c6d9785e4dd","548759506136528","No"
"0xfdd5a690cb3be76a796ffa89628d3604a58e3de9","26202528020635","No"
"0xaacdf09aadc4d88576c3dcef7fedfcba758dae7b","342295010535422","No"
"0x220ad56572537629fe8dd4d362afd918618f6554","635189918825275","No"
"0xedaf45170c93b889026c2e8ae4f8d6baa102f788","545153968006925","No"
"0x5de3785ffce89788704fb79b46acc6ca7a9fa999","51233063709986","No"
"0xde3e351ed8f9ff452ef533017ca2897110cd1fea","27306544426041","No"
"0x8987d0ce5b7e922004f6b4c7405c2d8ca04b7de9","524592673817357","No"
"0xd2379088e9288bee21079587cafe3046a2c760b4","283910423661292","No"
"0xb6c59bacb9b2c570942e81a94c2cee772f8776eb","691981130703624","No"
"0xb4d8e1e2424b43f665156bf2c567625a4c0f26db","311037748449563","No"
"0x5be91336780bcf4ce110a87d2d2728eb8399b8fa","22000000000","No"
"0xc8fa8db93c7ca924e35658487e70fec8065116ad","140948601017404","No"
"0xd77c73807a8c922e48f2eec610dbddc1aaaeecb5","220141649114185","No"
"0xbba042e8a4304130013924fe33d904a7e8b3b215","113779962380865","No"
"0x947868c69eb7fb452a0bef3f29c4227f99ec56fb","593030387283928","No"
"0x8c8cbb36929a8d9db595d78057dca06f19844091","136505982301615","No"
"0x66cb0dee3db6d966c9b053a777f3bb3b70f444e4","30064057082405","No"
"0xaffb591aa22b013189ff61ab777810e6f0e59349","225900399536613","No"
"0x8857f592c21bd9e9471595d1f84ca19773630f21","29941335326721000000000000006","No"
"0x271014aa6ec4a10688e1a092c9fd2b79aae7a981","156542226268161000000000000005","No"
"0x6ac9451dfd2f9ed9e6057339cfebb40d95cc9462","201197318156863","No"
"0xf03d82a1779cb394da1db3d5446a161ada606a7a","156542226268161000000000000005","No"
"0xe685f43d184f6f6912d7afe4138da771d14430e6","101718306324481000000000000005","No"
"0xb26139be8ae55e8cac98da4c5e3ba7b0212fbd70","156542226268161000000000000005","No"
"0x553f240ba0aa5e201f4fc5e7ab07f932eb88968d","41137243309791","No"
"0xb060209d1935edc773ae0a685d89a0497cd170f3","600000000","No"
"0xfa71a2da4448678bb58f55077a0f20a1f99ea811","53468265139621","No"
"0x56de4a971b5cb2a6fec16e4eadaaa9ca294bc229","101355975839752","No"
"0x1a177eee9c0e29012b5fcb855e6f9222baec0d57","934091969371767","No"
"0x4955fd9959d4b26e0ab22953652af21d97ce8310","481406140389994","No"
"0xf7f2c0c6d2c876fce1782dc57f2adf9835484bec","200449659806817","No"
"0xb0ae2719fed2beac1c10094072f15b84a43e26fe","428611532000752","No"
"0x40ea99fc1e1a82eee32735bcacd3c26d8d8d9069","104392623777294","No"
"0xefcfdee24ef4c021b1ec1e51f3bfc044c05d1a8d","1599465356331000000000000007","No"
"0x6ddba8f5607aa0ca5cd35f3e938dd67af03c8154","137789070646121","No"
"0x751ba3d8c04f5192db5d44ab42ab33752e9e4fe5","169035410520389","No"
"0xee8ab791e3e4ac50f795184ddaec5a3cefc96c7e","200000000","No"
"0xfd45b7f5428fb114305fbc40972dee6ab4c0002c","592589012229899","No"
"0xe89a77cff1adb700ba97e21d78177ba076d972a6","282190906198696","No"
"0xed1684ec4c7f69aecfd4de53f0de25aacc5ade99","221697671770253","No"
"0x531f6de40d1e463b64771b205403d08a87f63c42","333497991548393","No"
"0xfbbafc03be755daffd207ef84779a68b89f12f34","240641176525758","No"
"0x7ecbe47d41397a622bccca529a4eb8a984f6205a","650000000","No"
"0x7be0c173e107a0e278cf806d7f62cce75504734c","270912278928062","No"
"0xa354fd9230d0026e0508fb5afc05b997feb597bf","16486266703205","No"
"0x0fa3d86ae78951e6edf0901ab52254101027aba4","240778011114819","No"
"0x6d68a323609c00cc2bac17c95c179505526458fc","412568164702294","No"
"0xc7ee229c52faf97ddb58a57b70b0e22d217c0c57","107720288200183","No"
"0x389d95584cdaa0eaa4b8c73f9b945b7a0f82648c","176561674036869","No"
"0xe6e18b7013ebdd21d0badbca58197a5f89063c79","800004388358742","No"
"0x57f8235421377ebbfef3e45f1a51fde3afb34860","2045289876351","No"
"0xb2e03cdc35448a9d1eb92599c714275a16e4ff85","875394682906428","No"
"0xbbba0480202ae63eba925da6f20006b382b000e7","145905757291762","No"
"0x05ffa5fce0c1e329d4e3c0aff8ff86b015fdec1e","145151636534761","No"
"0xed7b800c921135fd74c727683114297d8ab9f553","144811308461046","No"
"0xb0c811e956a151ea1be172cb5d2fdf89e055d15a","144526934356144","No"
"0xa01e1fe21186fe2a7c13ef7a7978ca3c2713acca","143851852379041","No"
"0x5b5cc6ebab0df729994963f80f04c51b398f31fa","203066837227283","No"
